"Location","Year","Series","Series Code","Month","Permits"
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,3,755
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,4,672
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,5,69
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,6,"1,095"
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,7,786
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,8,"1,031"
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,9,425
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,10,338
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,11,632
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,12,316
"Bexar County, TX",2022,"Total Units",1,1,"2,085"
"Bexar County, TX",2022,"Total Units",1,2,861
"Bexar County, TX",2022,"Total Units",1,3,"1,385"
"Bexar County, TX",2022,"Total Units",1,4,"1,674"
"Bexar County, TX",2022,"Total Units",1,5,"1,562"
"Bexar County, TX",2022,"Total Units",1,6,"1,907"
"Bexar County, TX",2022,"Total Units",1,7,"1,905"
"Bexar County, TX",2022,"Total Units",1,8,"1,642"
"Bexar County, TX",2022,"Total Units",1,9,"1,181"
"Bexar County, TX",2022,"Total Units",1,10,"1,380"
"Bexar County, TX",2022,"Total Units",1,11,889
"Bexar County, TX",2022,"Total Units",1,12,915
"Bexar County, TX",2022,"Units in Single Family Structures",2,1,545
"Bexar County, TX",2022,"Units in Single Family Structures",2,2,549
"Bexar County, TX",2022,"Units in Single Family Structures",2,3,687
"Bexar County, TX",2022,"Units in Single Family Structures",2,4,873
"Bexar County, TX",2022,"Units in Single Family Structures",2,5,656
"Bexar County, TX",2022,"Units in Single Family Structures",2,6,523
"Bexar County, TX",2022,"Units in Single Family Structures",2,7,410
"Bexar County, TX",2022,"Units in Single Family Structures",2,8,282
"Bexar County, TX",2022,"Units in Single Family Structures",2,9,267
"Bexar County, TX",2022,"Units in Single Family Structures",2,10,331
"Bexar County, TX",2022,"Units in Single Family Structures",2,11,241
"Bexar County, TX",2022,"Units in Single Family Structures",2,12,226
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,1,"1,540"
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,2,312
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,3,698
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,4,801
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,5,906
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,6,"1,384"
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,7,"1,495"
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,8,"1,360"
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,9,914
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,10,"1,049"
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,11,648
"Bexar County, TX",2022,"Units in All Multifamily Structures",3,12,689
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,1,2
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,2,2
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,3,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,4,4
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,5,2
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,6,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,7,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,8,4
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,9,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,10,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,11,0
"Bexar County, TX",2022,"Units in 2-Unit Multifamily Structures",4,12,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,1,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,2,44
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,3,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,4,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,5,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,6,72
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,7,64
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,8,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,9,3
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,10,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,11,0
"Bexar County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,12,0
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,1,"1,538"
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,2,266
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,3,698
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,4,797
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,5,904
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,6,"1,312"
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,7,"1,431"
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,8,"1,356"
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,9,911
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,10,"1,049"
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,11,648
"Bexar County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,12,689
